customer_id,recency,frequency,monetary,avg_order
701,41,5,244.19,48.84
702,52,4,159.76,39.94
703,44,2,83.82,41.91
704,1,3,146.18,48.73
705,6,5,106.82,21.36
706,23,2,103.52,51.76
707,81,5,134.33,26.87
708,54,3,218.0,72.67
709,55,2,104.23,52.12
710,10,6,210.56,35.09
711,16,7,215.45,30.78
712,19,2,202.67,101.34
713,5,8,325.55,40.69
714,0,5,222.38,44.48
715,88,4,185.05,46.26
716,8,4,97.32,24.33
717,8,1,90.36,90.36
718,2,4,264.95,66.24
719,79,4,176.95,44.24
720,26,2,104.38,52.19
721,32,1,75.45,75.45
722,72,3,115.76,38.59
723,12,5,189.67,37.93
724,29,7,190.6,27.23
725,1,4,255.85,63.96
726,6,4,94.54,23.64
727,53,3,201.46,67.15
728,43,2,250.14,125.07
729,12,1,52.02,52.02
730,14,3,190.97,63.66
731,22,7,250.59,35.8
732,0,7,181.43,25.92
733,8,4,109.08,27.27
734,7,4,197.16,49.29
735,8,3,331.31,110.44
736,49,6,312.1,52.02
737,9,4,211.65,52.91
738,6,3,175.88,58.63
739,21,3,156.88,52.29
740,60,3,138.22,46.07
741,8,4,201.65,50.41
742,2,2,80.9,40.45
743,13,7,292.47,41.78
744,41,5,182.58,36.52
745,24,7,223.58,31.94
746,50,3,298.02,99.34
747,96,6,146.29,24.38
748,47,3,194.98,64.99
749,27,4,298.41,74.6
750,20,7,263.22,37.6
751,1,7,239.02,34.15
752,124,6,200.48,33.41
753,14,5,252.91,50.58
754,4,4,199.72,49.93
755,32,2,105.74,52.87
756,10,5,180.2,36.04
757,26,4,199.06,49.76
758,26,5,136.64,27.33
759,17,3,110.72,36.91
760,54,3,265.39,88.46
761,9,5,162.5,32.5
762,17,5,129.17,25.83
763,23,2,163.41,81.7
764,32,3,263.99,88.0
765,45,5,125.56,25.11
766,15,3,229.47,76.49
767,31,4,298.43,74.61
768,4,6,283.2,47.2
769,80,3,136.4,45.47
770,14,3,235.4,78.47
771,39,3,247.26,82.42
772,0,3,90.89,30.3
773,6,5,245.84,49.17
774,20,3,151.81,50.6
775,63,3,149.07,49.69
776,22,4,94.27,23.57
777,79,3,70.47,23.49
778,19,3,152.16,50.72
779,20,3,136.15,45.38
780,3,6,195.37,32.56
781,48,5,168.91,33.78
782,8,5,135.49,27.1
783,68,5,253.33,50.67
784,72,5,316.33,63.27
785,86,5,121.01,24.2
786,22,1,157.11,157.11
787,33,2,66.89,33.44
788,45,5,168.54,33.71
789,4,2,154.63,77.32
790,27,5,146.42,29.28
791,1,2,79.89,39.94
792,20,3,143.72,47.91
793,5,3,211.96,70.65
794,6,2,94.72,47.36
795,13,5,139.65,27.93
796,16,8,217.59,27.2
797,29,4,263.46,65.86
798,2,5,185.16,37.03
799,21,6,210.24,35.04
800,6,4,143.33,35.83
801,25,3,132.71,44.24
802,30,4,219.49,54.87
803,24,3,152.47,50.82
804,40,3,318.59,106.2
805,12,5,156.99,31.4
806,43,2,246.04,123.02
807,17,6,142.26,23.71
808,19,3,152.9,50.97
809,31,4,163.98,41.0
810,0,7,347.3,49.61
811,31,4,144.6,36.15
812,28,4,332.3,83.08
813,11,8,179.73,22.47
814,2,4,124.4,31.1
815,2,2,87.14,43.57
816,77,1,45.78,45.78
817,35,4,164.79,41.2
818,4,2,107.34,53.67
819,13,3,229.74,76.58
820,26,2,68.29,34.15
821,54,4,413.16,103.29
822,1,2,282.28,141.14
823,8,3,110.91,36.97
824,66,5,234.65,46.93
825,0,4,131.56,32.89
826,6,5,231.84,46.37
827,95,3,83.98,27.99
828,28,3,188.38,62.79
829,9,4,140.34,35.08
830,2,2,60.48,30.24
831,0,3,139.57,46.52
832,8,5,182.87,36.57
833,63,7,235.37,33.62
834,16,5,354.83,70.97
835,38,2,100.57,50.28
836,75,5,173.36,34.67
837,15,5,122.38,24.48
838,6,2,149.35,74.68
839,21,6,195.0,32.5
840,71,3,91.42,30.47
841,48,2,131.63,65.82
842,2,5,137.3,27.46
843,35,4,386.77,96.69
844,25,4,144.15,36.04
845,71,7,168.69,24.1
846,3,5,224.84,44.97
847,22,10,226.34,22.63
848,63,4,241.68,60.42
849,15,3,85.65,28.55
850,19,4,220.04,55.01
851,2,3,229.33,76.44
852,9,6,350.53,58.42
853,11,5,142.09,28.42
854,87,4,235.73,58.93
855,9,6,299.65,49.94
856,18,4,127.92,31.98
857,33,2,56.73,28.36
858,5,4,105.26,26.32
859,19,8,185.97,23.25
860,40,4,145.75,36.44
861,60,3,162.07,54.02
862,29,6,175.83,29.31
863,33,3,151.57,50.52
864,4,5,296.89,59.38
865,87,2,89.12,44.56
866,4,4,155.64,38.91
867,44,9,307.36,34.15
868,9,4,199.14,49.78
869,81,6,243.92,40.65
870,38,7,196.87,28.12
871,42,6,263.5,43.92
872,7,5,191.76,38.35
873,17,4,108.09,27.02
874,28,5,185.79,37.16
875,44,1,86.9,86.9
876,3,9,188.94,20.99
877,98,3,367.57,122.52
878,66,5,185.6,37.12
879,9,1,310.11,310.11
880,51,2,152.44,76.22
881,21,8,195.39,24.42
882,18,5,131.12,26.22
883,11,6,228.62,38.1
884,26,2,136.45,68.22
885,39,6,167.97,28.0
886,15,2,131.92,65.96
887,29,3,350.41,116.8
888,36,2,334.71,167.36
889,37,5,227.06,45.41
890,1,4,141.65,35.41
891,58,2,140.59,70.3
892,18,4,121.14,30.28
893,9,3,193.71,64.57
894,8,3,85.45,28.48
895,19,2,141.35,70.68
896,65,4,248.37,62.09
897,14,3,179.69,59.9
898,41,4,119.98,30.0
899,3,4,285.64,71.41
900,19,6,205.06,34.18
901,143,7,226.63,32.38
902,44,4,211.46,52.86
903,7,6,160.9,26.82
904,20,3,123.3,41.1
905,7,3,243.62,81.21
906,15,5,119.04,23.81
907,45,4,193.38,48.34
908,44,3,104.4,34.8
909,7,2,104.91,52.46
910,76,6,158.29,26.38
911,26,4,134.04,33.51
912,14,5,180.03,36.01
913,20,2,114.84,57.42
914,27,4,123.65,30.91
915,24,5,108.78,21.76
916,19,3,99.22,33.07
917,21,3,101.18,33.73
918,5,3,193.81,64.6
919,50,5,136.55,27.31
920,23,6,166.9,27.82
921,4,3,242.36,80.79
922,43,3,122.45,40.82
923,80,5,213.08,42.62
924,88,1,56.2,56.2
925,13,4,262.61,65.65
926,4,1,101.49,101.49
927,21,3,83.63,27.88
928,3,3,195.4,65.13
929,81,2,111.15,55.58
930,6,5,266.66,53.33
931,8,6,316.52,52.75
932,15,2,101.22,50.61
933,14,5,193.07,38.61
934,47,1,106.64,106.64
935,18,7,361.23,51.6
936,5,6,160.23,26.7
937,9,2,60.43,30.22
938,21,6,191.17,31.86
939,4,2,78.39,39.2
940,28,5,173.64,34.73
941,25,3,270.73,90.24
942,37,2,143.94,71.97
943,83,4,191.36,47.84
944,72,4,149.01,37.25
945,87,7,188.63,26.95
946,8,1,107.06,107.06
947,4,4,126.82,31.7
948,10,6,233.14,38.86
949,67,2,72.39,36.2
950,107,4,120.46,30.12
951,58,5,165.04,33.01
952,3,3,113.39,37.8
953,88,4,173.46,43.36
954,16,8,548.02,68.5
955,0,2,220.44,110.22
956,17,4,232.92,58.23
957,1,4,95.06,23.76
958,23,2,167.01,83.5
959,12,2,169.57,84.78
960,19,3,175.49,58.5
961,28,3,101.67,33.89
962,60,7,234.9,33.56
963,32,2,151.2,75.6
964,17,4,138.81,34.7
965,51,4,199.95,49.99
966,70,5,241.69,48.34
967,3,3,132.6,44.2
968,22,4,113.56,28.39
969,10,5,114.98,23.0
970,1,3,127.98,42.66
971,33,4,115.21,28.8
972,59,3,118.44,39.48
973,5,5,210.18,42.04
974,50,2,150.42,75.21
975,57,4,137.79,34.45
976,73,6,161.14,26.86
977,9,3,126.84,42.28
978,70,5,302.28,60.46
979,11,3,71.68,23.89
980,24,2,98.98,49.49
981,1,4,109.57,27.39
982,1,5,255.05,51.01
983,38,8,269.25,33.66
984,17,5,189.81,37.96
985,8,7,177.73,25.39
986,6,5,129.34,25.87
987,33,2,149.14,74.57
988,0,2,118.59,59.3
989,49,8,199.33,24.92
990,2,5,180.08,36.02
991,6,4,148.39,37.1
992,14,4,242.89,60.72
993,19,4,197.61,49.4
994,13,4,152.02,38.01
995,11,2,136.08,68.04
996,99,2,151.06,75.53
997,30,4,163.38,40.84
